date,amount,description,key,Status
2025-03-09,3830.57,office rent - clements-moody,,Only in Bank
2025-02-28,9130.03,bank charges - olson-wyatt,,Only in Bank
2025-03-11,3607.44,travel expense - hamilton-hernandez,,Only in Bank
2025-03-20,4893.38,salary transfer - hale-gomez,,Only in Bank
2025-02-05,5625.06,salary transfer - coleman-mayo,,Only in Bank
2025-03-30,7079.38,bank charges - johnson-gonzalez,,Only in Bank
2025-03-03,3553.15,travel expense - davis llc,,Only in Bank
2025-02-06,1306.55,customer refund - moran plc,,Only in Bank
2025-02-18,8968.03,service fee - luna-cortez,,Only in Bank
2025-02-14,9550.63,"office rent - wise, serrano and perez",,Only in Bank
2025-02-14,9247.7,"travel expense - evans, ferguson and silva",,Only in Bank
2025-02-04,9336.94,travel expense - miller-higgins,,Only in Bank
2025-01-18,1181.34,insurance payout - elliott plc,,Only in Bank
2025-01-31,2500.33,customer refund - moss-collins,,Only in Bank
2025-01-29,6415.65,invoice payment - pierce ltd,,Only in Bank
2025-01-13,6843.8,office rent - sanchez group,,Only in Bank
2025-01-01,9648.74,office rent - brown inc,,Only in Bank
2025-03-03,6540.33,"travel expense - lee, edwards and ho",,Only in Bank
2025-02-11,2925.61,invoice payment - cardenas group,,Only in Bank
2025-01-12,6557.76,salary transfer - sandoval and sons,,Only in Bank
2025-03-10,7413.0,invoice payment - raymond plc,,Only in Bank
2025-01-05,9972.0,service fee - warren-frazier,,Only in Bank
2025-03-05,1944.49,"travel expense - ford, miller and thomas",,Only in Bank
2025-01-05,191.74,insurance payout - hall and sons,,Only in Bank
2025-03-19,1162.28,bank charges - jones group,,Only in Bank
2025-03-09,4989.73,"office rent - moses, brown and moore",,Only in Bank
2025-01-02,7392.52,"travel expense - silva, watson and arnold",,Only in Bank
2025-03-14,6776.57,"salary transfer - goodman, brown and rodriguez",,Only in Bank
2025-01-23,6148.45,"service fee - brown, ross and ellis",,Only in Bank
2025-02-24,5201.28,vendor payment - velazquez llc,,Only in Bank
2025-02-21,6725.63,"office rent - dean, phillips and ross",,Only in Bank
2025-01-18,4826.8,"salary transfer - yu, west and mata",,Only in Bank
2025-01-01,2681.77,"salary transfer - owens, blackburn and green",,Only in Bank
2025-02-27,7562.19,bank charges - brown inc,,Only in Bank
2025-03-30,2439.4,vendor payment - johnson-irwin,,Only in Bank
2025-03-01,3137.38,"service fee - richardson, arroyo and williams",,Only in Bank
2025-03-30,1262.42,travel expense - graham inc,,Only in Bank
2025-02-17,6184.79,salary transfer - guerrero-rice,,Only in Bank
2025-01-18,4834.0,"equipment purchase - chapman, walsh and ortiz",,Only in Bank
2025-03-19,3798.89,customer refund - cherry and sons,,Only in Bank
2025-03-02,7597.77,"salary transfer - sellers, moore and brown",,Only in Bank
2025-02-01,6835.39,"insurance payout - trevino, madden and robertson",,Only in Bank
2025-01-11,5302.52,"customer refund - mahoney, johnson and lee",,Only in Bank
2025-04-01,3681.67,insurance payout - white-rice,,Only in Bank
2025-01-15,711.4,"customer refund - jennings, smith and garcia",,Only in Bank
2025-03-06,2101.35,"customer refund - jimenez, beck and moore",,Only in Bank
2025-01-20,1728.92,"customer refund - nicholson, gonzalez and brown",,Only in Bank
2025-02-26,1250.78,"salary transfer - armstrong, sanchez and brown",,Only in Bank
2025-03-16,4939.4,customer refund - rice-garrett,,Only in Bank
2025-02-27,8106.05,equipment purchase - hernandez-medina,,Only in Bank
2025-01-17,5181.15,equipment purchase - doyle-hurst,,Only in Bank
2025-03-14,671.59,equipment purchase - butler inc,,Only in Bank
2025-03-28,8088.46,invoice payment - gay-johnson,,Only in Bank
2025-02-20,2619.13,"invoice payment - hickman, butler and morris",,Only in Bank
2025-02-24,3510.84,vendor payment - fisher and sons,,Only in Bank
2025-01-24,7712.82,service fee - smith-peters,,Only in Bank
2025-02-27,8709.24,service fee - davis-lopez,,Only in Bank
2025-01-16,1866.89,"customer refund - reyes, goodwin and smith",,Only in Bank
2025-02-20,5335.54,salary transfer - thompson plc,,Only in Bank
2025-01-01,7586.18,travel expense - ramirez-baker,,Only in Bank
2025-02-24,5366.14,salary transfer - gentry plc,,Only in Bank
2025-02-01,4660.19,office rent - hill-williams,,Only in Bank
2025-03-20,7683.93,"invoice payment - hart, stevens and gibson",,Only in Bank
2025-03-18,432.41,insurance payout - weeks-young,,Only in Bank
2025-02-01,7431.36,"service fee - bryan, parker and crawford",,Only in Bank
2025-01-08,1487.34,"travel expense - thomas, vance and flynn",,Only in Bank
2025-02-10,5817.0,bank charges - ortiz-roach,,Only in Bank
2025-01-31,3087.47,"office rent - riley, elliott and hoover",,Only in Bank
2025-02-08,2824.02,"customer refund - hammond, dominguez and moss",,Only in Bank
2025-03-17,8809.17,office rent - lee group,,Only in Bank
2025-03-05,564.15,bank charges - young ltd,,Only in Bank
2025-03-24,6746.29,"customer refund - bryant, cooper and wood",,Only in Bank
2025-02-10,6993.45,service fee - alvarado-mckinney,,Only in Bank
2025-03-10,4787.84,salary transfer - jones-livingston,,Only in Bank
2025-02-08,8589.66,office rent - yang inc,,Only in Bank
2025-02-22,9681.08,"customer refund - webster, smith and escobar",,Only in Bank
2025-03-09,1427.52,salary transfer - mayo inc,,Only in Bank
2025-02-02,2113.03,vendor payment - ford and sons,,Only in Bank
2025-03-10,7273.39,salary transfer - bowman group,,Only in Bank
2025-01-07,2757.77,"insurance payout - porter, stanley and finley",,Only in Bank
2025-03-19,491.52,vendor payment - ortiz llc,,Only in Bank
2025-01-25,8066.04,insurance payout - steele-clark,,Only in Bank
2025-01-27,8707.79,bank charges - webb-hart,,Only in Bank
2025-01-28,9377.88,vendor payment - lewis-boone,,Only in Bank
2025-03-03,9152.97,insurance payout - andrews-henderson,,Only in Bank
2025-02-18,4715.88,bank charges - page-bishop,,Only in Bank
2025-02-09,2689.46,"customer refund - gonzalez, alvarez and white",,Only in Bank
2025-02-10,9151.87,bank charges - hunter llc,,Only in Bank
2025-02-10,4197.91,insurance payout - gonzales group,,Only in Bank
2025-03-16,7228.12,"travel expense - parker, scott and lester",,Only in Bank
2025-01-20,2042.3,salary transfer - quinn-jensen,,Only in Bank
2025-02-18,5740.92,salary transfer - huang-kaiser,,Only in Bank
2025-03-05,5551.36,bank charges - simmons inc,,Only in Bank
2025-02-02,7657.27,equipment purchase - whitehead-pearson,,Only in Bank
2025-03-24,7421.98,equipment purchase - hatfield-young,,Only in Bank
2025-01-22,7354.45,bank charges - ford inc,,Only in Bank
2025-03-24,9576.65,customer refund - quinn llc,,Only in Bank
2025-01-05,8406.78,vendor payment - sandoval-armstrong,,Only in Bank
2025-03-27,580.29,"invoice payment - cross, salinas and woods",,Only in Bank
2025-02-22,1461.17,"salary transfer - bryant, moore and hodges",,Only in Bank
2025-01-09,7100.98,invoice payment - meyer llc,,Only in Bank
2025-01-28,5106.76,"bank charges - doyle, allen and davis",,Only in Bank
2025-03-03,6626.91,invoice payment - valenzuela-wyatt,,Only in Bank
2025-01-01,5368.9,service fee - roberson ltd,,Only in Bank
2025-01-02,265.59,travel expense - mcguire ltd,,Only in Bank
2025-03-10,9777.05,invoice payment - jordan ltd,,Only in Bank
2025-03-06,8150.26,service fee - edwards-english,,Only in Bank
2025-03-09,1574.09,salary transfer - watts inc,,Only in Bank
2025-03-21,5311.91,"bank charges - robinson, roy and williams",,Only in Bank
2025-02-04,7969.87,vendor payment - taylor inc,,Only in Bank
2025-02-17,9597.05,equipment purchase - koch-rodriguez,,Only in Bank
2025-02-08,6872.01,"vendor payment - harper, green and hodge",,Only in Bank
2025-01-12,4112.26,service fee - jones group,,Only in Bank
2025-03-12,4812.45,"invoice payment - sanchez, chan and bennett",,Only in Bank
2025-03-31,1796.7,equipment purchase - johnson group,,Only in Bank
2025-02-25,6484.58,bank charges - logan and sons,,Only in Bank
2025-03-09,9199.61,salary transfer - meyers-fuller,,Only in Bank
2025-01-28,9022.6,insurance payout - rocha-daniels,,Only in Bank
2025-03-02,2783.84,vendor payment - lucero plc,,Only in Bank
2025-03-14,6615.28,office rent - james plc,,Only in Bank
2025-02-10,255.02,"salary transfer - campbell, serrano and carter",,Only in Bank
2025-03-17,1527.5,"service fee - humphrey, hart and stewart",,Only in Bank
2025-01-31,5710.29,service fee - barr-cordova,,Only in Bank
2025-03-28,8975.61,"bank charges - donovan, mclean and alexander",,Only in Bank
2025-02-19,7580.53,"office rent - walsh, phillips and payne",,Only in Bank
2025-03-30,7269.22,customer refund - green inc,,Only in Bank
2025-02-14,631.59,"service fee - benitez, ramirez and robertson",,Only in Bank
2025-01-30,8402.88,"bank charges - coleman, brown and owen",,Only in Bank
2025-03-19,7713.16,"insurance payout - middleton, benson and sloan",,Only in Bank
2025-01-04,6377.82,"equipment purchase - knight, williams and davis",,Only in Bank
2025-03-04,2358.57,customer refund - mcbride and sons,,Only in Bank
2025-02-18,4375.29,insurance payout - crawford-davis,,Only in Bank
2025-03-26,3862.72,insurance payout - hensley-short,,Only in Bank
2025-02-07,8000.75,vendor payment - owens ltd,,Only in Bank
2025-01-11,2752.92,service fee - chandler ltd,,Only in Bank
2025-03-23,1627.34,service fee - wong inc,,Only in Bank
2025-02-10,3670.93,vendor payment - guzman-watson,,Only in Bank
2025-01-01,9435.31,"equipment purchase - wilson, cox and lopez",,Only in Bank
2025-02-16,7637.33,vendor payment - giles-williams,,Only in Bank
2025-01-17,964.24,service fee - malone-vega,,Only in Bank
2025-02-27,5614.15,customer refund - carlson-byrd,,Only in Bank
2025-02-22,1122.6,vendor payment - williams-rivas,,Only in Bank
2025-02-15,5586.78,"insurance payout - stout, ramos and rivers",,Only in Bank
2025-01-11,7275.95,"customer refund - kim, smith and mayer",,Only in Bank
2025-03-29,3869.25,office rent - warren llc,,Only in Bank
2025-02-04,3081.2,equipment purchase - duncan and sons,,Only in Bank
2025-02-05,4268.91,equipment purchase - glenn llc,,Only in Bank
2025-01-10,3675.14,"salary transfer - kirk, dean and pena",,Only in Bank
2025-03-22,5008.44,"insurance payout - joseph, morris and monroe",,Only in Bank
2025-01-26,4632.83,office rent - hernandez ltd,,Only in Bank
2025-02-12,8431.97,"service fee - fisher, banks and baker",,Only in Bank
2025-02-12,4458.21,service fee - meyers-parker,,Only in Bank
2025-03-25,9744.83,"office rent - morris, lowery and flynn",,Only in Bank
2025-02-08,3274.59,"salary transfer - ward, mitchell and hill",,Only in Bank
2025-03-03,3210.41,service fee - spencer-vazquez,,Only in Bank
2025-02-10,2985.34,equipment purchase - carr-wilson,,Only in Bank
2025-02-18,2874.97,service fee - murphy-castillo,,Only in Bank
2025-02-16,1227.49,insurance payout - rojas-savage,,Only in Bank
2025-01-26,5963.05,"customer refund - anderson, powell and huang",,Only in Bank
2025-01-24,6848.96,"customer refund - walker, tyler and edwards",,Only in Bank
2025-01-04,9534.75,equipment purchase - mcdonald-carr,,Only in Bank
2025-04-01,2175.52,travel expense - hamilton-palmer,,Only in Bank
2025-03-30,784.67,service fee - king ltd,,Only in Bank
2025-03-28,5043.1,travel expense - charles group,,Only in Bank
2025-01-31,2601.55,office rent - quinn-williams,,Only in Bank
2025-02-24,7911.86,vendor payment - lawrence ltd,,Only in Bank
2025-02-27,9907.94,equipment purchase - huffman and sons,,Only in Bank
2025-03-30,4241.18,invoice payment - hernandez-irwin,,Only in Bank
2025-02-16,7046.18,customer refund - smith-evans,,Only in Bank
2025-01-14,7712.65,bank charges - bell inc,,Only in Bank
2025-01-22,6505.3,invoice payment - silva and sons,,Only in Bank
2025-03-14,9837.72,service fee - moore-white,,Only in Bank
2025-02-12,9660.6,service fee - hayes plc,,Only in Bank
2025-01-14,204.42,travel expense - lewis-mccarthy,,Only in Bank
2025-01-29,5155.69,customer refund - smith-nunez,,Only in Bank
2025-01-29,4513.21,"service fee - norman, bell and smith",,Only in Bank
2025-03-01,7746.19,insurance payout - cooper and sons,,Only in Bank
2025-03-30,5054.61,bank charges - lane-lopez,,Only in Bank
2025-01-15,8330.05,"office rent - aguilar, travis and moreno",,Only in Bank
2025-02-14,3187.71,"equipment purchase - andersen, velez and jensen",,Only in Bank
2025-03-02,1066.47,equipment purchase - odonnell inc,,Only in Bank
2025-02-10,765.03,invoice payment - durham and sons,,Only in Bank
2025-04-01,1239.34,bank charges - hoffman-evans,,Only in Bank
2025-02-01,5208.34,"customer refund - bush, rivera and parker",,Only in Bank
2025-03-22,1926.07,"service fee - mitchell, dawson and murphy",,Only in Bank
2025-02-20,389.0,insurance payout - ross plc,,Only in Bank
2025-01-26,4550.79,"service fee - osborne, king and stewart",,Only in Bank
2025-01-24,3721.35,"salary transfer - patel, harris and barrera",,Only in Bank
2025-03-18,3947.53,service fee - cannon-shields,,Only in Bank
2025-02-28,6211.89,"travel expense - hamilton, small and bray",,Only in Bank
2025-02-10,1266.83,travel expense - olsen-hayes,,Only in Bank
2025-03-07,3945.79,insurance payout - graham-brown,,Only in Bank
2025-01-18,5790.58,"service fee - atkinson, robinson and moore",,Only in Bank
2025-01-24,4918.04,customer refund - mitchell-barker,,Only in Bank
2025-03-30,9199.69,office rent - thompson-smith,,Only in Bank
2025-03-13,1751.97,travel expense - lopez ltd,,Only in Bank
2025-03-21,630.75,bank charges - macdonald-escobar,,Only in Bank
2025-02-19,9641.91,customer refund - marquez and sons,,Only in Bank
2025-03-25,5000.2,"equipment purchase - riley, leach and crawford",,Only in Bank
2025-03-04,1755.81,insurance payout - alexander-thomas,,Only in Bank
2025-01-04,7979.22,salary transfer - wallace-johnson,,Only in Bank
2025-02-07,423.68,salary transfer - banks-silva,,Only in Bank
2025-03-10,2957.84,"equipment purchase - villarreal, lopez and rivas",,Only in Bank
2025-03-14,7450.93,"equipment purchase - klein, gutierrez and martinez",,Only in Bank
2025-03-12,5156.98,"insurance payout - patterson, roberts and martin",,Only in Bank
2025-01-15,2752.1,"customer refund - kennedy, perez and sexton",,Only in Bank
2025-02-16,5466.23,"invoice payment - bishop, gonzales and cox",,Only in Bank
2025-02-26,5508.9,service fee - nelson-olson,,Only in Bank
2025-02-27,2701.87,vendor payment - sparks-duncan,,Only in Bank
2025-01-31,2177.79,insurance payout - howard llc,,Only in Bank
2025-03-30,3571.25,insurance payout - williams inc,,Only in Bank
2025-03-22,4338.85,insurance payout - anderson-mcintyre,,Only in Bank
2025-02-05,6008.89,office rent - estrada-mcdonald,,Only in Bank
2025-02-07,5770.08,customer refund - edwards-bell,,Only in Bank
2025-03-28,8170.29,office rent - horton inc,,Only in Bank
2025-02-22,9195.81,travel expense - kane-thompson,,Only in Bank
2025-02-01,1547.81,bank charges - robinson and sons,,Only in Bank
2025-02-01,7638.59,service fee - cox llc,,Only in Bank
2025-03-04,1507.5,travel expense - johnson-williams,,Only in Bank
2025-03-22,4200.83,equipment purchase - garrison group,,Only in Bank
2025-01-10,6372.91,vendor payment - franklin group,,Only in Bank
2025-02-21,5204.57,travel expense - tran group,,Only in Bank
2025-02-28,9507.52,bank charges - pearson-gutierrez,,Only in Bank
2025-03-16,124.48,vendor payment - myers-jones,,Only in Bank
2025-02-28,6384.92,bank charges - proctor-sullivan,,Only in Bank
2025-01-09,7977.21,service fee - brown-bush,,Only in Bank
2025-01-28,9684.47,salary transfer - adams-herrera,,Only in Bank
2025-03-05,2758.51,travel expense - baker inc,,Only in Bank
2025-03-29,7646.31,"invoice payment - newton, taylor and hayes",,Only in Bank
2025-01-03,1329.95,office rent - moody-thomas,,Only in Bank
2025-02-26,4619.53,"service fee - middleton, baker and crawford",,Only in Bank
2025-01-26,9957.37,"office rent - hendricks, jones and meyer",,Only in Bank
2025-03-25,3088.47,travel expense - lynch-tapia,,Only in Bank
2025-01-12,6580.42,travel expense - reed-andersen,,Only in Bank
2025-01-11,3781.25,"office rent - key, oconnor and young",,Only in Bank
2025-03-31,7576.8,service fee - bass-nixon,,Only in Bank
2025-03-25,1002.87,vendor payment - austin group,,Only in Bank
2025-01-17,5977.43,customer refund - armstrong plc,,Only in Bank
2025-03-29,4506.16,invoice payment - beck llc,,Only in Bank
2025-03-31,3501.38,"vendor payment - smith, brown and johnson",,Only in Bank
2025-02-24,6970.91,equipment purchase - bradley-garcia,,Only in Bank
2025-01-10,2366.57,vendor payment - becker-white,,Only in Bank
2025-03-24,9930.11,office rent - gordon ltd,,Only in Bank
2025-01-09,5352.03,invoice payment - powers-woodward,,Only in Bank
2025-02-14,7252.08,office rent - hicks inc,,Only in Bank
2025-01-28,958.21,"vendor payment - bray, elliott and white",,Only in Bank
2025-01-18,7549.21,insurance payout - haynes inc,,Only in Bank
2025-02-19,3580.2,"service fee - snyder, hill and craig",,Only in Bank
2025-02-10,7931.66,salary transfer - rowe group,,Only in Bank
2025-03-12,6049.89,insurance payout - hopkins-ewing,,Only in Bank
2025-02-06,7811.8,"invoice payment - lynn, turner and higgins",,Only in Bank
2025-03-26,8770.69,salary transfer - thomas-patel,,Only in Bank
2025-03-08,6108.58,salary transfer - hodges-gonzalez,,Only in Bank
2025-02-20,3025.87,invoice payment - johnson plc,,Only in Bank
2025-01-31,4999.39,"vendor payment - white, phelps and crawford",,Only in Bank
2025-01-31,5045.87,insurance payout - zamora-allen,,Only in Bank
2025-02-16,9345.85,"office rent - jennings, skinner and greene",,Only in Bank
2025-02-19,8622.06,insurance payout - curtis-fields,,Only in Bank
2025-03-02,9549.08,vendor payment - le inc,,Only in Bank
2025-01-03,5914.9,invoice payment - cherry-turner,,Only in Bank
2025-02-03,2235.86,invoice payment - little-turner,,Only in Bank
2025-02-20,5115.44,customer refund - cunningham-franklin,,Only in Bank
2025-02-23,4293.39,"service fee - turner, wood and conley",,Only in Bank
2025-01-11,6441.32,customer refund - sanchez inc,,Only in Bank
2025-03-20,1611.54,"vendor payment - knight, mills and miller",,Only in Bank
2025-01-20,5410.26,service fee - thornton llc,,Only in Bank
2025-03-17,6379.51,vendor payment - johnston-russell,,Only in Bank
2025-01-15,4588.38,"insurance payout - fleming, price and miranda",,Only in Bank
2025-01-08,3161.97,office rent - collins-cherry,,Only in Bank
2025-01-16,225.38,"office rent - alexander, greer and summers",,Only in Bank
2025-03-31,212.37,"equipment purchase - garcia, lewis and anderson",,Only in Bank
2025-02-14,5277.75,"travel expense - johnson, ryan and smith",,Only in Bank
2025-02-12,8090.37,travel expense - webb-evans,,Only in Bank
2025-03-07,3665.23,equipment purchase - rose-nguyen,,Only in Bank
2025-03-14,1752.13,"office rent - hall, lee and romero",,Only in Bank
2025-02-02,7755.96,insurance payout - oneal-hayes,,Only in Bank
2025-03-28,7255.51,salary transfer - vasquez llc,,Only in Bank
2025-03-07,125.43,invoice payment - shannon plc,,Only in Bank
2025-01-29,3285.84,service fee - moore-barajas,,Only in Bank
2025-03-15,3790.8,customer refund - davis llc,,Only in Bank
2025-03-28,9029.22,office rent - marquez-johnson,,Only in Bank
2025-02-21,782.37,"equipment purchase - lara, barton and diaz",,Only in Bank
2025-02-06,7757.92,"travel expense - gibson, morris and koch",,Only in Bank
2025-01-02,3752.3,"travel expense - krause, gonzalez and oliver",,Only in Bank
2025-03-14,7866.62,insurance payout - miller-williams,,Only in Bank
2025-02-01,4692.87,insurance payout - smith plc,,Only in Bank
2025-03-05,9978.09,salary transfer - wilkins-myers,,Only in Bank
2025-03-11,7628.77,salary transfer - martin inc,,Only in Bank
2025-01-20,163.14,service fee - davis-martin,,Only in Bank
2025-01-04,2406.68,bank charges - wright-murphy,,Only in Bank
2025-02-09,1129.1,customer refund - russell-williams,,Only in Bank
2025-01-19,7145.36,"vendor payment - smith, dixon and clark",,Only in Bank
2025-02-22,7038.38,bank charges - reed-perez,,Only in Bank
2025-02-28,9748.09,"vendor payment - king, evans and taylor",,Only in Bank
2025-03-16,1046.21,"office rent - ochoa, williams and obrien",,Only in Bank
2025-03-23,8217.63,vendor payment - rivera plc,,Only in Bank
2025-03-26,9645.76,salary transfer - waters-rodriguez,,Only in Bank
2025-02-07,2683.81,bank charges - obrien-smith,,Only in Bank
2025-02-20,7037.18,"bank charges - short, love and johnston",,Only in Bank
2025-02-10,4582.3,salary transfer - lopez and sons,,Only in Bank
2025-01-10,9441.19,office rent - jones group,,Only in Bank
2025-03-16,1178.83,vendor payment - anderson-roberts,,Only in Bank
2025-01-22,4550.71,"bank charges - jackson, davis and clark",,Only in Bank
2025-02-22,1295.29,"bank charges - castro, hale and price",,Only in Bank
2025-01-27,4573.98,"equipment purchase - evans, ballard and smith",,Only in Bank
2025-01-21,8095.21,"travel expense - jones, lewis and armstrong",,Only in Bank
2025-04-01,6999.09,invoice payment - carter-ellis,,Only in Bank
2025-01-19,1003.01,"salary transfer - tucker, maldonado and frazier",,Only in Bank
2025-02-15,4022.82,"invoice payment - becker, rhodes and nicholson",,Only in Bank
2025-01-04,9525.76,"equipment purchase - lynch, morales and riley",,Only in Bank
2025-03-13,7505.98,salary transfer - jones and sons,,Only in Bank
2025-01-13,4674.23,"office rent - lester, martinez and ward",,Only in Bank
2025-01-16,218.37,"salary transfer - sanders, nichols and pugh",,Only in Bank
2025-01-17,2061.52,service fee - foster-edwards,,Only in Bank
2025-03-16,5902.58,vendor payment - huffman-harper,,Only in Bank
2025-03-24,4489.97,office rent - miller ltd,,Only in Bank
2025-01-12,9060.27,"bank charges - hicks, lambert and robinson",,Only in Bank
2025-01-16,522.69,equipment purchase - gross and sons,,Only in Bank
2025-01-07,1763.09,insurance payout - sanders plc,,Only in Bank
2025-02-25,8234.69,service fee - esparza plc,,Only in Bank
2025-02-05,2870.56,office rent - castro plc,,Only in Bank
2025-01-05,6179.66,insurance payout - farley ltd,,Only in Bank
2025-02-01,6508.06,"equipment purchase - king, hill and malone",,Only in Bank
2025-02-22,8839.51,equipment purchase - nicholson-padilla,,Only in Bank
2025-01-08,968.44,"service fee - nash, christian and leonard",,Only in Bank
2025-02-01,6344.47,"customer refund - gonzalez, miller and baker",,Only in Bank
2025-01-03,9895.1,bank charges - walker plc,,Only in Bank
2025-01-04,3256.89,salary transfer - glass-hale,,Only in Bank
2025-01-04,8968.07,travel expense - savage llc,,Only in Bank
2025-01-08,8105.67,"equipment purchase - jones, allen and mclaughlin",,Only in Bank
2025-03-09,3638.59,insurance payout - rowland ltd,,Only in Bank
2025-01-30,9742.4,vendor payment - lee ltd,,Only in Bank
2025-02-01,6602.96,"travel expense - khan, carter and guzman",,Only in Bank
2025-03-10,8181.22,invoice payment - smith and sons,,Only in Bank
2025-02-15,9358.54,office rent - barry-jackson,,Only in Bank
2025-03-31,3651.95,"insurance payout - gonzalez, armstrong and yoder",,Only in Bank
2025-01-04,7064.18,bank charges - steele llc,,Only in Bank
2025-03-14,5679.7,insurance payout - yang-pierce,,Only in Bank
2025-01-25,8383.3,equipment purchase - walker-miller,,Only in Bank
2025-03-11,3159.63,equipment purchase - phillips-hardy,,Only in Bank
2025-01-05,993.55,salary transfer - chaney plc,,Only in Bank
2025-03-03,106.77,insurance payout - brown ltd,,Only in Bank
2025-01-26,8083.81,"bank charges - webb, stewart and bass",,Only in Bank
2025-01-23,9195.93,bank charges - marquez-stokes,,Only in Bank
2025-01-08,316.94,insurance payout - collins group,,Only in Bank
2025-03-09,8620.63,"vendor payment - mitchell, holland and burnett",,Only in Bank
2025-02-25,7939.24,equipment purchase - willis and sons,,Only in Bank
2025-03-25,3241.11,"customer refund - green, fuller and jordan",,Only in Bank
2025-03-30,8907.04,"insurance payout - jackson, underwood and roberts",,Only in Bank
2025-02-15,2310.05,"insurance payout - donovan, gallagher and mcguire",,Only in Bank
2025-01-17,1859.31,invoice payment - sullivan-parsons,,Only in Bank
2025-03-14,420.59,insurance payout - koch-nixon,,Only in Bank
2025-02-10,9218.28,insurance payout - austin-jackson,,Only in Bank
2025-01-31,3533.42,"bank charges - carroll, goodwin and moreno",,Only in Bank
2025-04-01,6733.24,bank charges - morris plc,,Only in Bank
2025-02-27,212.82,salary transfer - foster-nguyen,,Only in Bank
2025-02-01,6962.44,"bank charges - shepard, grant and mccoy",,Only in Bank
2025-02-02,7891.5,invoice payment - lee inc,,Only in Bank
2025-01-07,3920.78,service fee - montgomery-miller,,Only in Bank
2025-01-22,8857.06,"equipment purchase - fox, mueller and green",,Only in Bank
2025-02-18,3577.19,"service fee - cummings, ball and jones",,Only in Bank
2025-03-25,7606.61,salary transfer - gonzalez-brown,,Only in Bank
2025-01-21,4567.75,"invoice payment - smith, willis and rivers",,Only in Bank
2025-02-07,298.77,"travel expense - adams, campbell and phillips",,Only in Bank
2025-02-27,2701.87,vendor payment - sparks-duncan,,Only in Bank
2025-01-17,964.24,service fee - malone-vega,,Only in Bank
2025-01-14,1018.18,vendor payment - reyes llc,,Only in Bank
2025-03-31,8813.06,customer refund - morgan group,,Only in Bank
2025-03-20,9981.69,travel expense - crawford llc,,Only in Bank
2025-02-18,4715.88,bank charges - page-bishop,,Only in Bank
2025-01-28,7696.76,travel expense - lee-singh,,Only in Bank
2025-03-26,9647.66,insurance payout - alvarez-reyes,,Only in Bank
2025-02-04,1339.19,"travel expense - davis, williams and irwin",,Only in ERP
2025-02-07,5977.87,customer refund - elliott inc,,Only in ERP
2025-03-10,7500.41,"customer refund jones, gallagher and bryant",,Only in ERP
2025-02-09,5990.94,insurance payout kelly-moore,,Only in ERP
2025-03-03,9152.97,insurance payout andrews-henderson,,Only in ERP
2025-03-04,9333.27,travel expense kelley plc,,Only in ERP
2025-02-06,3576.35,customer refund jensen-solomon,,Only in ERP
2025-02-08,7559.4,service fee valdez group,,Only in ERP
2025-03-29,580.29,"invoice txn cross, salinas and woods",,Only in ERP
2025-01-05,9895.1,bank charges walker plc,,Only in ERP
2025-02-03,3290.82,"salary txn taylor, hudson and dunn",,Only in ERP
2025-02-28,8337.06,bank charges fisher inc,,Only in ERP
2025-03-26,8770.69,salary txn thomas-patel,,Only in ERP
2025-02-28,6384.92,bank charges proctor-sullivan,,Only in ERP
2025-03-22,4476.21,invoice txn durham inc,,Only in ERP
2025-02-01,4692.87,insurance payout smith plc,,Only in ERP
2025-03-09,5486.41,customer refund harvey group,,Only in ERP
2025-01-08,5109.01,bank charges berg and sons,,Only in ERP
2025-02-02,7657.27,equipment purchase whitehead-pearson,,Only in ERP
2025-02-09,5202.3,"customer refund foley, johnson and young",,Only in ERP
2025-03-29,784.67,service fee - king ltd,,Only in ERP
2025-01-30,9742.4,vendor txn lee ltd,,Only in ERP
2025-02-06,1306.55,customer refund moran plc,,Only in ERP
2025-01-15,4588.38,"insurance payout fleming, price and miranda",,Only in ERP
2025-02-27,2701.87,vendor txn sparks-duncan,,Only in ERP
2025-03-06,6093.73,vendor txn hernandez-butler,,Only in ERP
2025-01-30,8660.04,invoice payment - vance-olson,,Only in ERP
2025-01-07,8269.84,"invoice payment - rodriguez, walter and armstrong",,Only in ERP
2025-01-22,5410.26,service fee - thornton llc,,Only in ERP
2025-02-26,1747.01,travel expense stewart-perez,,Only in ERP
2025-03-25,3088.47,travel expense lynch-tapia,,Only in ERP
2025-01-18,7454.52,"office rent pennington, carney and carter",,Only in ERP
2025-02-10,4197.91,insurance payout gonzales group,,Only in ERP
2025-01-27,779.24,"customer refund baker, castro and green",,Only in ERP
2025-01-17,5977.43,customer refund armstrong plc,,Only in ERP
2025-02-24,1236.29,salary txn ruiz and sons,,Only in ERP
2025-02-19,9057.9,"insurance payout wells, murphy and wheeler",,Only in ERP
2025-03-05,564.15,bank charges young ltd,,Only in ERP
2025-02-08,5120.51,service fee allen-martin,,Only in ERP
2025-01-27,5963.05,"customer refund - anderson, powell and huang",,Only in ERP
2025-01-30,5155.69,customer refund - smith-nunez,,Only in ERP
2025-02-03,7755.96,insurance payout - oneal-hayes,,Only in ERP
2025-01-19,2517.55,service fee davis ltd,,Only in ERP
2025-01-28,4573.98,"equipment purchase - evans, ballard and smith",,Only in ERP
2025-01-14,3913.43,"insurance payout - short, mitchell and jenkins",,Only in ERP
